YelpID,venueName,displayAddress,distance,rating,reviewCount,price,stationIndex,category,totalVenues
fzIyA4V4c-TL4SoUbKUrkQ,Chu's Too,"['1135 Pine St', 'Ste 101', 'Redding, CA 96001']",101.15640189523216,3.9,133,2.0,11,restaurants,57
kRwi4y4MTbFsQxAerYfdsw,Cheesecakes Unlimited,"['1135 Pine St', 'Ste 113', 'Redding, CA 96001']",105.86258709726546,2.9,160,2.0,11,restaurants,57
q6k8HgPRXyI1EphGmBaCzg,Taco Bell,"['1220 Market St', 'Redding, CA 96001']",130.82190439697578,1.7,50,1.0,11,restaurants,57
N9UPllc-jLWun7MhYFIzAw,From The Hearth Express,"['1279 Pine St', 'Redding, CA 96001']",140.600442017737,3.8,60,2.0,11,restaurants,57
LvtdDxlAYXzD7bXkmk8NHA,Downtown Grounds ,"['1400 Eureka Way', 'Redding, CA 96001']",144.6815315200722,4.6,12,,11,restaurants,57
TfwA7rp7PQw-FEaYg0hMUA,Wienerschnitzel,"['1120 North Market St', 'Redding, CA 96001']",152.4871770451698,3.1,44,1.0,11,restaurants,57
lyBBbZ-mZpBaezcRol_MtQ,Weinerschnitzel,"['1120 N Market St', 'Redding, CA 96001']",159.30245348427792,2.0,2,,11,restaurants,57
m4kUD4Ng_VgVwd2qpSkd1g,Deja Vu,"['1177 Shasta St', 'Redding, CA 96001']",230.85174861972428,4.3,476,2.0,11,restaurants,57
mMS0a-5Um_yHwZ2npbJnIQ,Odell Craft Barbecue,"['1300 Market St', 'Ste 102', 'Redding, CA 96001']",242.41987539297287,4.9,26,,11,restaurants,57
gSSxGLA8LyztK595j2zxqA,Kobe Seafood & Steakhouse,"['1300 Market St', 'Ste 101', 'Redding, CA 96001']",242.41987539297287,3.3,398,3.0,11,restaurants,57
09CmaQKclHxjCk6xX8eSfw,Maxwells Eatery,"['1344 Market St', 'Redding, CA 96001']",263.92223273253285,4.1,271,2.0,11,restaurants,57
wrEp_x2pIouXbOqWDsX7EQ,La Cabana,"['1335 Market St', 'Redding, CA 96001']",264.9946183637633,4.2,203,1.0,11,restaurants,57
vvPO574nUH3ZMGATTlYTEQ,Squire Room,"['1336 Tehama St', 'Redding, CA 96001']",272.25367095931017,3.7,12,1.0,11,restaurants,57
0hTkYJLt-blOJUqZOyLiFg,Taqueria Los Gordos,"['1400 Pine St', 'Redding, CA 96001']",284.77729337502313,4.1,185,1.0,11,restaurants,57
IxCDXj-7iQiLzir7G5FpOw,Sandwichery,"['1341 Tehama St', 'Redding, CA 96001']",303.0492513116384,4.6,130,1.0,11,restaurants,57
TzqzueZCJaotGBw7yWnmCA,Cinders Wood Fired Pizza,"['1415 Market St', 'Redding, CA 96001']",342.0476672550107,4.3,598,2.0,11,restaurants,57
2xOc1-oxmU5KljRxzoc8Mw,From the Hearth Kitchen & Pie Shop - Redding,"['1427 Market St', 'Redding, CA 96001']",349.6197996388613,4.0,114,2.0,11,restaurants,57
My80Rm5V_KycXYwQGUUDRw,Corbett's Restaurant,"['1455 Pine St', 'Redding, CA 96001']",379.377103898965,3.9,184,2.0,11,restaurants,57
LSDdeqz_or0rcTrkfCaxww,Karline's Restaurant,"['1100 Center St', 'Redding, CA 96001']",385.7093060752326,4.4,162,,11,restaurants,57
SnrbsFVHs79kteTG-kxv9A,The Lost Era,"['1350 Butte St', 'Redding, CA 96001']",391.2702277540532,5.0,2,,11,restaurants,57
ONn_p2HKDThmmXlOWRGlaQ,Woody's Brewing,"['1257 Oregon St', 'Redding, CA 96001']",434.17463652687803,4.2,748,2.0,11,restaurants,57
RsMGLH5HER2HSU8czQ-q8A,Cafe Paradisio,"['1270 Yuba St', 'Redding, CA 96001']",510.01022407179636,4.1,255,2.0,11,restaurants,57
LBmlc31lc_EyxRz62aTU-g,Caffé Pagato,"['1031 Butte St', 'Redding, CA 96001']",520.8464520132856,4.6,94,1.0,11,restaurants,57
Sz1jiJT4b_bE-KNX7S37CA,Post Office Saloon & Grill,"['1636 Market St', 'Downtown Redding Mall', 'Redding, CA 96001']",569.4758314429754,4.2,81,2.0,11,restaurants,57
gKiRFAvvsmbhftmXM6uGZg,Carl's Jr,"['1800 Eureka Way', 'Redding, CA 96001']",587.0723397426782,2.3,24,,11,restaurants,57
KEzT40noe_gt2afArlZCxQ,Damburger,"['1320 Placer St', 'Redding, CA 96001']",620.6030998275446,4.0,167,2.0,11,restaurants,57
wpt1YhNWei2CBy6HvCeHLw,Amazing Alheri,"['1440 Placer St', 'Redding, CA 96001']",639.834424895878,5.0,1,,11,restaurants,57
bRyY-4re52Pg-IFpQBY2BQ,Final Draft Brewing Company,"['1600 California St', 'Redding, CA 96001']",655.5643190643926,4.1,753,2.0,11,restaurants,57
8Ck4JUkafRV3i7uOiDK9fQ,Taroko Asian Bar And Grill,"['1701 Pine St', 'Redding, CA 96001']",657.4782845816472,4.2,161,2.0,11,restaurants,57
VOcBCydwzOnPX_LBMZm-UQ,Hot Diggity Dog,"['Yuba St And Oregon St', 'Redding, CA 96001']",674.985577987634,3.7,3,1.0,11,restaurants,57
LLND8CNRnx5masv_txy0jg,Raliberto's Taco Shop,"['1701 California St', 'Redding, CA 96001']",693.8011950792859,2.3,12,,11,restaurants,57
OXkOnrjH6Cndzl9hC0ckBA,Raliberto's,"['1701 California St', 'Redding, CA 96001']",693.7918160311676,1.0,1,,11,restaurants,57
duB-_DTA-XX_vlvVJcZ4cg,The Original Arnold's,"['1724 Market St', 'Redding, CA 96001']",699.2643137956939,4.2,71,2.0,11,restaurants,57
AePMatI_NRGHPMcs4aIWhg,Fusion Lounge Bar & Grill,"['1545 Placer St', 'Redding, CA 96001']",701.2868148555467,4.2,187,2.0,11,restaurants,57
O7FWL986cfUGAD9WKikqRQ,Downtown Bar & Grill,"['1724 Market St', 'Redding, CA 96001']",701.6269920563228,3.6,46,2.0,11,restaurants,57
7-HRKjs2JGn5FNo9i9NnrA,Carnegie's,"['1600 Oregon St', 'Redding, CA 96001']",707.7453950404848,3.8,82,2.0,11,restaurants,57
88T3JMsvcBUNdVJtV_RBZw,Jack's Grill,"['1743 California St', 'Redding, CA 96001']",710.68875855045,3.8,408,3.0,11,restaurants,57
H6OFH-qwu5tz3StMCDnIsw,Thai Cafe,"['820 Butte St', 'Redding, CA 96001']",725.0810498019731,3.8,119,2.0,11,restaurants,57
ojHLEWf60TPK3tSOJ2fmrQ,Market St Pizza & Deli,"['871 N Market St', 'Redding, CA 96003']",725.1131550413617,3.8,98,2.0,11,restaurants,57
nd7wlihGZ5hm01aaqJhHPg,Market Street Blade And Barrel,"['1777 Market St', 'Redding, CA 96001']",727.5075098903783,3.6,241,3.0,11,restaurants,57
Ayv9xsDcXMVrN6A18ns2Gw,Subway,"['1950 Eureka Way', 'Redding, CA 96001']",738.6187635662313,2.9,19,1.0,11,restaurants,57
ra2RMICvesVSYbZSz3asRw,Vintage Public House,"['1790 Market St', 'Redding, CA 96001']",745.4447722891642,4.1,232,2.0,11,restaurants,57
UXPkQGuZ6u71z36rbluYcA,Fratelli's Pizza Parlor,"['1774 California St', 'Redding, CA 96001']",752.5023620351659,4.2,121,2.0,11,restaurants,57
FOnEQoQVBBgIOBM6zXH71g,Chicken Shack - Eureka Way,"['1970 Eureka Way', 'Redding, CA 96001']",778.3443824702899,3.5,38,,11,restaurants,57
AScA5UeQeoe0yZ9n6dhOOQ,Court Street Eats,"['1718 Placer St', 'Redding, CA 96001']",784.6590591376653,4.3,19,,11,restaurants,57
p64KyCAQO5fPTbmERIlQ0w,The Crepe Escape Redding,"['1824 Pine St', 'Redding, CA 96001']",798.5453121506486,4.7,69,,11,restaurants,57
5XSeP7Ln1W0GWRieB5EaRg,La Cocina De Chuy,"['2030 Eureka Way', 'Redding, CA 96001']",851.9315451920479,4.4,417,1.0,11,restaurants,57
T2jhn-Xe0WN8CVfF63GfqA,Burger King,"['2055 Eureka Way', 'Redding, CA 96001']",864.5030413278143,1.7,35,1.0,11,restaurants,57
rgvwGrdnSPGdw92xypeHmg,Roots Juice Bar,"['1950 Pine St', 'Redding, CA 96001']",900.0694282603531,4.4,62,,11,restaurants,57
f1gw12SubXPHI8hE3AS9GQ,Calzone Life,"['2110 Eureka Way', 'Redding, CA 96001']",923.3868071278271,4.0,5,,11,restaurants,57
bibP4PUJEK_sB9A3gzkQbg,Branch House Riverfront Bistro,"['844 Sundial Bridge Dr', 'Redding, CA 96001']",45.26332407520003,3.9,35,,12,restaurants,12
RkvyHHqTKCvnhTzATPPZ2Q,Mosaic Restaurant,"['826 Sundial Bridge Dr', 'Redding, CA 96001']",179.4206965372907,4.0,799,2.0,12,restaurants,12
H6OFH-qwu5tz3StMCDnIsw,Thai Cafe,"['820 Butte St', 'Redding, CA 96001']",654.7638745265945,3.8,119,2.0,12,restaurants,12
LBmlc31lc_EyxRz62aTU-g,Caffé Pagato,"['1031 Butte St', 'Redding, CA 96001']",962.0761726091642,4.6,94,1.0,12,restaurants,12
bRyY-4re52Pg-IFpQBY2BQ,Final Draft Brewing Company,"['1600 California St', 'Redding, CA 96001']",111.21495912140534,4.1,753,2.0,13,restaurants,59
Sz1jiJT4b_bE-KNX7S37CA,Post Office Saloon & Grill,"['1636 Market St', 'Downtown Redding Mall', 'Redding, CA 96001']",145.54358540835332,4.2,81,2.0,13,restaurants,59
AePMatI_NRGHPMcs4aIWhg,Fusion Lounge Bar & Grill,"['1545 Placer St', 'Redding, CA 96001']",151.5278425404883,4.2,187,2.0,13,restaurants,59
VOcBCydwzOnPX_LBMZm-UQ,Hot Diggity Dog,"['Yuba St And Oregon St', 'Redding, CA 96001']",158.44175832057132,3.7,3,1.0,13,restaurants,59
wpt1YhNWei2CBy6HvCeHLw,Amazing Alheri,"['1440 Placer St', 'Redding, CA 96001']",169.7914498820051,5.0,1,,13,restaurants,59
OXkOnrjH6Cndzl9hC0ckBA,Raliberto's,"['1701 California St', 'Redding, CA 96001']",182.72162429072014,1.0,1,,13,restaurants,59
LLND8CNRnx5masv_txy0jg,Raliberto's Taco Shop,"['1701 California St', 'Redding, CA 96001']",184.06953531055998,2.3,12,,13,restaurants,59
7-HRKjs2JGn5FNo9i9NnrA,Carnegie's,"['1600 Oregon St', 'Redding, CA 96001']",190.49249764438343,3.8,82,2.0,13,restaurants,59
88T3JMsvcBUNdVJtV_RBZw,Jack's Grill,"['1743 California St', 'Redding, CA 96001']",209.22464196094333,3.8,408,3.0,13,restaurants,59
UXPkQGuZ6u71z36rbluYcA,Fratelli's Pizza Parlor,"['1774 California St', 'Redding, CA 96001']",225.30982054392206,4.2,121,2.0,13,restaurants,59
SnrbsFVHs79kteTG-kxv9A,The Lost Era,"['1350 Butte St', 'Redding, CA 96001']",227.2537608351212,5.0,2,,13,restaurants,59
duB-_DTA-XX_vlvVJcZ4cg,The Original Arnold's,"['1724 Market St', 'Redding, CA 96001']",229.35196866172518,4.2,71,2.0,13,restaurants,59
O7FWL986cfUGAD9WKikqRQ,Downtown Bar & Grill,"['1724 Market St', 'Redding, CA 96001']",232.5198796152856,3.6,46,2.0,13,restaurants,59
AScA5UeQeoe0yZ9n6dhOOQ,Court Street Eats,"['1718 Placer St', 'Redding, CA 96001']",242.60016559822364,4.3,19,,13,restaurants,59
2xOc1-oxmU5KljRxzoc8Mw,From the Hearth Kitchen & Pie Shop - Redding,"['1427 Market St', 'Redding, CA 96001']",246.9401969771918,4.0,114,2.0,13,restaurants,59
TzqzueZCJaotGBw7yWnmCA,Cinders Wood Fired Pizza,"['1415 Market St', 'Redding, CA 96001']",252.85492033566948,4.3,598,2.0,13,restaurants,59
KEzT40noe_gt2afArlZCxQ,Damburger,"['1320 Placer St', 'Redding, CA 96001']",267.7616534062078,4.0,167,2.0,13,restaurants,59
ra2RMICvesVSYbZSz3asRw,Vintage Public House,"['1790 Market St', 'Redding, CA 96001']",281.47105673894663,4.1,232,2.0,13,restaurants,59
IxCDXj-7iQiLzir7G5FpOw,Sandwichery,"['1341 Tehama St', 'Redding, CA 96001']",283.0459892705295,4.6,130,1.0,13,restaurants,59
nd7wlihGZ5hm01aaqJhHPg,Market Street Blade And Barrel,"['1777 Market St', 'Redding, CA 96001']",292.3369132359483,3.6,241,3.0,13,restaurants,59
09CmaQKclHxjCk6xX8eSfw,Maxwells Eatery,"['1344 Market St', 'Redding, CA 96001']",300.3954258228744,4.1,271,2.0,13,restaurants,59
wrEp_x2pIouXbOqWDsX7EQ,La Cabana,"['1335 Market St', 'Redding, CA 96001']",306.175376093848,4.2,203,1.0,13,restaurants,59
vvPO574nUH3ZMGATTlYTEQ,Squire Room,"['1336 Tehama St', 'Redding, CA 96001']",308.4481452681209,3.7,12,1.0,13,restaurants,59
My80Rm5V_KycXYwQGUUDRw,Corbett's Restaurant,"['1455 Pine St', 'Redding, CA 96001']",322.9190873476068,3.9,184,2.0,13,restaurants,59
mMS0a-5Um_yHwZ2npbJnIQ,Odell Craft Barbecue,"['1300 Market St', 'Ste 102', 'Redding, CA 96001']",325.6413569542904,4.9,26,,13,restaurants,59
gSSxGLA8LyztK595j2zxqA,Kobe Seafood & Steakhouse,"['1300 Market St', 'Ste 101', 'Redding, CA 96001']",325.6413569542904,3.3,398,3.0,13,restaurants,59
RsMGLH5HER2HSU8czQ-q8A,Cafe Paradisio,"['1270 Yuba St', 'Redding, CA 96001']",338.5695189823233,4.1,255,2.0,13,restaurants,59
8Ck4JUkafRV3i7uOiDK9fQ,Taroko Asian Bar And Grill,"['1701 Pine St', 'Redding, CA 96001']",339.2850941839776,4.2,161,2.0,13,restaurants,59
0hTkYJLt-blOJUqZOyLiFg,Taqueria Los Gordos,"['1400 Pine St', 'Redding, CA 96001']",344.6831027810593,4.1,185,1.0,13,restaurants,59
p64KyCAQO5fPTbmERIlQ0w,The Crepe Escape Redding,"['1824 Pine St', 'Redding, CA 96001']",397.99614952987054,4.7,69,,13,restaurants,59
ONn_p2HKDThmmXlOWRGlaQ,Woody's Brewing,"['1257 Oregon St', 'Redding, CA 96001']",400.81501018357574,4.2,748,2.0,13,restaurants,59
FxW3Tkv6W4_7JElSXfCvlA,Trendy's,"['1730 Gold St', 'Redding, CA 96001']",455.74948763253957,4.6,829,2.0,13,restaurants,59
q6k8HgPRXyI1EphGmBaCzg,Taco Bell,"['1220 Market St', 'Redding, CA 96001']",460.8380830597262,1.7,50,1.0,13,restaurants,59
rgvwGrdnSPGdw92xypeHmg,Roots Juice Bar,"['1950 Pine St', 'Redding, CA 96001']",469.98146309406303,4.4,62,,13,restaurants,59
N9UPllc-jLWun7MhYFIzAw,From The Hearth Express,"['1279 Pine St', 'Redding, CA 96001']",477.6110997083602,3.8,60,2.0,13,restaurants,59
ne7W5PUvgTMQklonrZixcg,El Shastaquero,"['1459 GOLD STREET', 'Redding, CA 96001']",478.13172715610324,4.5,2,,13,restaurants,59
m4kUD4Ng_VgVwd2qpSkd1g,Deja Vu,"['1177 Shasta St', 'Redding, CA 96001']",512.109124273562,4.3,476,2.0,13,restaurants,59
LvtdDxlAYXzD7bXkmk8NHA,Downtown Grounds ,"['1400 Eureka Way', 'Redding, CA 96001']",521.0266207505649,4.6,12,,13,restaurants,59
lyBBbZ-mZpBaezcRol_MtQ,Weinerschnitzel,"['1120 N Market St', 'Redding, CA 96001']",568.6164820718021,2.0,2,,13,restaurants,59
TfwA7rp7PQw-FEaYg0hMUA,Wienerschnitzel,"['1120 North Market St', 'Redding, CA 96001']",574.6698799943781,3.1,44,1.0,13,restaurants,59
LSDdeqz_or0rcTrkfCaxww,Karline's Restaurant,"['1100 Center St', 'Redding, CA 96001']",577.8180211030802,4.4,162,,13,restaurants,59
LBmlc31lc_EyxRz62aTU-g,Caffé Pagato,"['1031 Butte St', 'Redding, CA 96001']",581.6239219068361,4.6,94,1.0,13,restaurants,59
gKiRFAvvsmbhftmXM6uGZg,Carl's Jr,"['1800 Eureka Way', 'Redding, CA 96001']",590.7400018990854,2.3,24,,13,restaurants,59
fzIyA4V4c-TL4SoUbKUrkQ,Chu's Too,"['1135 Pine St', 'Ste 101', 'Redding, CA 96001']",659.3963044687821,3.9,133,2.0,13,restaurants,59
kRwi4y4MTbFsQxAerYfdsw,Cheesecakes Unlimited,"['1135 Pine St', 'Ste 113', 'Redding, CA 96001']",666.4623112520612,2.9,160,2.0,13,restaurants,59
A3woxNjoRRyc1Vg-d3XuGA,Pasta Pronto,"['2151 Market St', 'Redding, CA 96003']",687.3807234527444,3.5,102,1.0,13,restaurants,59
Ayv9xsDcXMVrN6A18ns2Gw,Subway,"['1950 Eureka Way', 'Redding, CA 96001']",708.0339546517088,2.9,19,1.0,13,restaurants,59
FOnEQoQVBBgIOBM6zXH71g,Chicken Shack - Eureka Way,"['1970 Eureka Way', 'Redding, CA 96001']",754.0151816702477,3.5,38,,13,restaurants,59
T2jhn-Xe0WN8CVfF63GfqA,Burger King,"['2055 Eureka Way', 'Redding, CA 96001']",793.8140312000376,1.7,35,1.0,13,restaurants,59
jkKDV4EGYcceTeKJ3mQIwA,The classroom,"['1644 Magnolia Ave', 'Redding, CA 96001']",816.2684615756971,5.0,1,,13,restaurants,59
2xOc1-oxmU5KljRxzoc8Mw,From the Hearth Kitchen & Pie Shop - Redding,"['1427 Market St', 'Redding, CA 96001']",48.934763758396535,4.0,114,2.0,14,restaurants,59
SnrbsFVHs79kteTG-kxv9A,The Lost Era,"['1350 Butte St', 'Redding, CA 96001']",54.02957345522415,5.0,2,,14,restaurants,59
TzqzueZCJaotGBw7yWnmCA,Cinders Wood Fired Pizza,"['1415 Market St', 'Redding, CA 96001']",54.006239856016236,4.3,598,2.0,14,restaurants,59
IxCDXj-7iQiLzir7G5FpOw,Sandwichery,"['1341 Tehama St', 'Redding, CA 96001']",84.96875599937495,4.6,130,1.0,14,restaurants,59
vvPO574nUH3ZMGATTlYTEQ,Squire Room,"['1336 Tehama St', 'Redding, CA 96001']",113.16138566094456,3.7,12,1.0,14,restaurants,59
wrEp_x2pIouXbOqWDsX7EQ,La Cabana,"['1335 Market St', 'Redding, CA 96001']",117.68989953493204,4.2,203,1.0,14,restaurants,59
09CmaQKclHxjCk6xX8eSfw,Maxwells Eatery,"['1344 Market St', 'Redding, CA 96001']",133.18433000211454,4.1,271,2.0,14,restaurants,59
0hTkYJLt-blOJUqZOyLiFg,Taqueria Los Gordos,"['1400 Pine St', 'Redding, CA 96001']",146.48606600447565,4.1,185,1.0,14,restaurants,59
My80Rm5V_KycXYwQGUUDRw,Corbett's Restaurant,"['1455 Pine St', 'Redding, CA 96001']",152.6761525695464,3.9,184,2.0,14,restaurants,59
mMS0a-5Um_yHwZ2npbJnIQ,Odell Craft Barbecue,"['1300 Market St', 'Ste 102', 'Redding, CA 96001']",168.99557235442322,4.9,26,,14,restaurants,59
gSSxGLA8LyztK595j2zxqA,Kobe Seafood & Steakhouse,"['1300 Market St', 'Ste 101', 'Redding, CA 96001']",168.99557235442322,3.3,398,3.0,14,restaurants,59
Sz1jiJT4b_bE-KNX7S37CA,Post Office Saloon & Grill,"['1636 Market St', 'Downtown Redding Mall', 'Redding, CA 96001']",190.55657234267136,4.2,81,2.0,14,restaurants,59
RsMGLH5HER2HSU8czQ-q8A,Cafe Paradisio,"['1270 Yuba St', 'Redding, CA 96001']",237.0605479560983,4.1,255,2.0,14,restaurants,59
wpt1YhNWei2CBy6HvCeHLw,Amazing Alheri,"['1440 Placer St', 'Redding, CA 96001']",259.97957291114585,5.0,1,,14,restaurants,59
KEzT40noe_gt2afArlZCxQ,Damburger,"['1320 Placer St', 'Redding, CA 96001']",271.5060119499075,4.0,167,2.0,14,restaurants,59
bRyY-4re52Pg-IFpQBY2BQ,Final Draft Brewing Company,"['1600 California St', 'Redding, CA 96001']",275.32174999389673,4.1,753,2.0,14,restaurants,59
N9UPllc-jLWun7MhYFIzAw,From The Hearth Express,"['1279 Pine St', 'Redding, CA 96001']",281.1980218665201,3.8,60,2.0,14,restaurants,59
q6k8HgPRXyI1EphGmBaCzg,Taco Bell,"['1220 Market St', 'Redding, CA 96001']",301.7405264519036,1.7,50,1.0,14,restaurants,59
OXkOnrjH6Cndzl9hC0ckBA,Raliberto's,"['1701 California St', 'Redding, CA 96001']",311.5161758638406,1.0,1,,14,restaurants,59
LLND8CNRnx5masv_txy0jg,Raliberto's Taco Shop,"['1701 California St', 'Redding, CA 96001']",311.60573122796325,2.3,12,,14,restaurants,59
m4kUD4Ng_VgVwd2qpSkd1g,Deja Vu,"['1177 Shasta St', 'Redding, CA 96001']",313.73795777926983,4.3,476,2.0,14,restaurants,59
AePMatI_NRGHPMcs4aIWhg,Fusion Lounge Bar & Grill,"['1545 Placer St', 'Redding, CA 96001']",320.94083032770106,4.2,187,2.0,14,restaurants,59
duB-_DTA-XX_vlvVJcZ4cg,The Original Arnold's,"['1724 Market St', 'Redding, CA 96001']",322.57164947985035,4.2,71,2.0,14,restaurants,59
O7FWL986cfUGAD9WKikqRQ,Downtown Bar & Grill,"['1724 Market St', 'Redding, CA 96001']",325.2122992317167,3.6,46,2.0,14,restaurants,59
88T3JMsvcBUNdVJtV_RBZw,Jack's Grill,"['1743 California St', 'Redding, CA 96001']",329.5135428943116,3.8,408,3.0,14,restaurants,59
8Ck4JUkafRV3i7uOiDK9fQ,Taroko Asian Bar And Grill,"['1701 Pine St', 'Redding, CA 96001']",329.7387905936178,4.2,161,2.0,14,restaurants,59
VOcBCydwzOnPX_LBMZm-UQ,Hot Diggity Dog,"['Yuba St And Oregon St', 'Redding, CA 96001']",344.57882109269667,3.7,3,1.0,14,restaurants,59
nd7wlihGZ5hm01aaqJhHPg,Market Street Blade And Barrel,"['1777 Market St', 'Redding, CA 96001']",361.191737583184,3.6,241,3.0,14,restaurants,59
UXPkQGuZ6u71z36rbluYcA,Fratelli's Pizza Parlor,"['1774 California St', 'Redding, CA 96001']",369.9276208156291,4.2,121,2.0,14,restaurants,59
ra2RMICvesVSYbZSz3asRw,Vintage Public House,"['1790 Market St', 'Redding, CA 96001']",372.3127572684647,4.1,232,2.0,14,restaurants,59
LvtdDxlAYXzD7bXkmk8NHA,Downtown Grounds ,"['1400 Eureka Way', 'Redding, CA 96001']",373.86089600266587,4.6,12,,14,restaurants,59
7-HRKjs2JGn5FNo9i9NnrA,Carnegie's,"['1600 Oregon St', 'Redding, CA 96001']",378.73995178513695,3.8,82,2.0,14,restaurants,59
ONn_p2HKDThmmXlOWRGlaQ,Woody's Brewing,"['1257 Oregon St', 'Redding, CA 96001']",381.0111701266498,4.2,748,2.0,14,restaurants,59
lyBBbZ-mZpBaezcRol_MtQ,Weinerschnitzel,"['1120 N Market St', 'Redding, CA 96001']",423.6257563918374,2.0,2,,14,restaurants,59
TfwA7rp7PQw-FEaYg0hMUA,Wienerschnitzel,"['1120 North Market St', 'Redding, CA 96001']",427.2565680145352,3.1,44,1.0,14,restaurants,59
LBmlc31lc_EyxRz62aTU-g,Caffé Pagato,"['1031 Butte St', 'Redding, CA 96001']",431.80643965938646,4.6,94,1.0,14,restaurants,59
AScA5UeQeoe0yZ9n6dhOOQ,Court Street Eats,"['1718 Placer St', 'Redding, CA 96001']",440.3662613422679,4.3,19,,14,restaurants,59
p64KyCAQO5fPTbmERIlQ0w,The Crepe Escape Redding,"['1824 Pine St', 'Redding, CA 96001']",448.95273242953436,4.7,69,,14,restaurants,59
fzIyA4V4c-TL4SoUbKUrkQ,Chu's Too,"['1135 Pine St', 'Ste 101', 'Redding, CA 96001']",471.70778840782066,3.9,133,2.0,14,restaurants,59
kRwi4y4MTbFsQxAerYfdsw,Cheesecakes Unlimited,"['1135 Pine St', 'Ste 113', 'Redding, CA 96001']",479.63399396665216,2.9,160,2.0,14,restaurants,59
LSDdeqz_or0rcTrkfCaxww,Karline's Restaurant,"['1100 Center St', 'Redding, CA 96001']",505.6370507776793,4.4,162,,14,restaurants,59
rgvwGrdnSPGdw92xypeHmg,Roots Juice Bar,"['1950 Pine St', 'Redding, CA 96001']",544.2645719965702,4.4,62,,14,restaurants,59
gKiRFAvvsmbhftmXM6uGZg,Carl's Jr,"['1800 Eureka Way', 'Redding, CA 96001']",592.4906211728551,2.3,24,,14,restaurants,59
ne7W5PUvgTMQklonrZixcg,El Shastaquero,"['1459 GOLD STREET', 'Redding, CA 96001']",610.3768122678376,4.5,2,,14,restaurants,59
FxW3Tkv6W4_7JElSXfCvlA,Trendy's,"['1730 Gold St', 'Redding, CA 96001']",640.0926109196145,4.6,829,2.0,14,restaurants,59
Ayv9xsDcXMVrN6A18ns2Gw,Subway,"['1950 Eureka Way', 'Redding, CA 96001']",734.4977430326982,2.9,19,1.0,14,restaurants,59
H6OFH-qwu5tz3StMCDnIsw,Thai Cafe,"['820 Butte St', 'Redding, CA 96001']",747.134885948651,3.8,119,2.0,14,restaurants,59
FOnEQoQVBBgIOBM6zXH71g,Chicken Shack - Eureka Way,"['1970 Eureka Way', 'Redding, CA 96001']",781.4597461255819,3.5,38,,14,restaurants,59
A3woxNjoRRyc1Vg-d3XuGA,Pasta Pronto,"['2151 Market St', 'Redding, CA 96003']",793.45908662737,3.5,102,1.0,14,restaurants,59
T2jhn-Xe0WN8CVfF63GfqA,Burger King,"['2055 Eureka Way', 'Redding, CA 96001']",840.9480202493951,1.7,35,1.0,14,restaurants,59
mMS0a-5Um_yHwZ2npbJnIQ,Odell Craft Barbecue,"['1300 Market St', 'Ste 102', 'Redding, CA 96001']",102.46014709250002,4.9,26,,15,restaurants,60
gSSxGLA8LyztK595j2zxqA,Kobe Seafood & Steakhouse,"['1300 Market St', 'Ste 101', 'Redding, CA 96001']",102.46014709250002,3.3,398,3.0,15,restaurants,60
09CmaQKclHxjCk6xX8eSfw,Maxwells Eatery,"['1344 Market St', 'Redding, CA 96001']",117.86947741020428,4.1,271,2.0,15,restaurants,60
wrEp_x2pIouXbOqWDsX7EQ,La Cabana,"['1335 Market St', 'Redding, CA 96001']",164.46886226736743,4.2,203,1.0,15,restaurants,60
vvPO574nUH3ZMGATTlYTEQ,Squire Room,"['1336 Tehama St', 'Redding, CA 96001']",187.7460911039957,3.7,12,1.0,15,restaurants,60
ONn_p2HKDThmmXlOWRGlaQ,Woody's Brewing,"['1257 Oregon St', 'Redding, CA 96001']",191.54763102617363,4.2,748,2.0,15,restaurants,60
IxCDXj-7iQiLzir7G5FpOw,Sandwichery,"['1341 Tehama St', 'Redding, CA 96001']",195.0820925006122,4.6,130,1.0,15,restaurants,60
q6k8HgPRXyI1EphGmBaCzg,Taco Bell,"['1220 Market St', 'Redding, CA 96001']",195.5804921156172,1.7,50,1.0,15,restaurants,60
TzqzueZCJaotGBw7yWnmCA,Cinders Wood Fired Pizza,"['1415 Market St', 'Redding, CA 96001']",210.8630402059399,4.3,598,2.0,15,restaurants,60
2xOc1-oxmU5KljRxzoc8Mw,From the Hearth Kitchen & Pie Shop - Redding,"['1427 Market St', 'Redding, CA 96001']",214.11738938293624,4.0,114,2.0,15,restaurants,60
LvtdDxlAYXzD7bXkmk8NHA,Downtown Grounds ,"['1400 Eureka Way', 'Redding, CA 96001']",240.15778129380942,4.6,12,,15,restaurants,60
SnrbsFVHs79kteTG-kxv9A,The Lost Era,"['1350 Butte St', 'Redding, CA 96001']",247.7365958982944,5.0,2,,15,restaurants,60
0hTkYJLt-blOJUqZOyLiFg,Taqueria Los Gordos,"['1400 Pine St', 'Redding, CA 96001']",259.5374576226226,4.1,185,1.0,15,restaurants,60
lyBBbZ-mZpBaezcRol_MtQ,Weinerschnitzel,"['1120 N Market St', 'Redding, CA 96001']",284.8346077588675,2.0,2,,15,restaurants,60
TfwA7rp7PQw-FEaYg0hMUA,Wienerschnitzel,"['1120 North Market St', 'Redding, CA 96001']",291.93777932617337,3.1,44,1.0,15,restaurants,60
