fsqID,venueName,formattedAddress,catID,catName,catIDGroup,distance,rating,totalRatings,totalPhotos,totalTips,popularity,price,storeVerified,stationIndex
5f6ffbdf2ced3145f09488f8,Chicken Shack - Eureka Way,"1970 Eureka Way, Redding, CA 96001",13055,Fried Chicken Joint,Dining and Drinking,234,,,,,0.9097852389594676,1.0,False,5
4b89b364f964a5200a4c32e3,Burger King,"2055 Eureka Way, Redding, CA 96001",13031,Burger Joint,Dining and Drinking,321,5.6,6.0,17.0,1.0,0.9757259528130672,1.0,True,5
2e06545ac9f04f361f3e691e,Noteworthy Wines,"1267 Willis St, Redding, CA 96001",13387,Winery,Dining and Drinking,377,,,,,0.6359649122807017,,False,5
505d17e7e4b04d802adf880c,Fish Viewing Facility,"Redding, CA 96003",16043,River,Landmarks and Outdoors,508,,,,,0.691318814277072,,False,5
4b75c0d6f964a5201d222ee3,Carnegies,"1600 Oregon St, Redding, CA 96001",13068,American Restaurant,Dining and Drinking,555,,,,,0.9730036297640653,1.0,False,5
5cba77b2234724002b3959ee,The Park Food Truck Hub,"1552 Placer St, Redding, CA 96001",13065,Restaurant,Dining and Drinking,651,,,,,0.897005444646098,1.0,False,5
4ed18ea329c223f92a522f3a,The Grape Escape,"1747 Market St, Redding, CA 96001",10039,Music Venue,Arts and Entertainment,659,,,,,0.8840744101633394,2.0,False,5
5dba05a6db21db00086bd90f,Westside Wines & Hops,"1321 Butte St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,675,,,,,0.9016938898971567,2.0,False,5
4c8558f547cc224b475ba09f,Puerto Vallarta A Family Restaurant,"2315 Eureka Way, Redding, CA 96001",13303,Mexican Restaurant,Dining and Drinking,680,,,,,0.934134906231095,1.0,False,5
5f70ff3b99b067634136954c,Fusion Lounge,"1545 Placer St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,711,,,,,0.9367816091954023,,False,5
562ec74f498eb100b82ff216,The Dip,"1730 California St (Placer), Redding, CA 96001",10003,Arcade,Arts and Entertainment,732,,,,,0.9566696914700544,2.0,True,5
5d24e2d44dcbca002fc6c660,Cedar Crest Brewing,"1475 Placer St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,751,,,,,0.9491833030852994,2.0,False,5
5a7b4ea59411f27a1d092b5a,Fratelli's Pizza Parlor,"1774 California St, Redding, CA 96001",13064,Pizzeria,Dining and Drinking,764,,,,,0.955686630369026,1.0,False,5
51105e64e4b0cb0bd885a8c9,Magnolia Park,"1614 Magnolia Ave, Redding, CA 96001",16026,Monument,Landmarks and Outdoors,782,,,,,0.5274500907441017,,False,5
58b9c69fd772f97a40339388,Caffé Pagato,"1031 Butte St, Redding, CA 96001",13034,Café,Dining and Drinking,929,,,,,0.9754990925589837,1.0,False,5
5013426ae4b06bc0bd58866a,Jump River Park,"56 Quartz Hill Rd, Redding, CA 96003",16037,Playground,Landmarks and Outdoors,933,,,,,0.8701603145795523,,False,5
2adfc7970cec4603640c28e2,Old City Hall Arts Center,"1313 Market St, Redding, CA 96001",16026,Monument,Landmarks and Outdoors,493,,,,,,,False,5
3fafb4f24ea54fa28cadeac4,From The Hearth Bakery & Cafe,"1279 Pine St, Redding, CA 96001",13002,Bakery,Dining and Drinking,579,,,,,,,False,5
59692af407c9eae008601caf,Charlew's Tap House,"1177 Shasta St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,704,,,,,,,False,5
4b5138a2f964a520cc4727e3,Market Street Steakhouse,"1777 Market St, Redding, CA 96001",13383,Steakhouse,Dining and Drinking,958,8.7,14.0,12.0,6.0,0.9664246823956443,3.0,False,6
4c6ac58a3bad2d7f8c43b3ee,Dutch Bros Coffee,"3025 S Market St (at Grange St), Redding, CA 96001",13032,"Cafe, Coffee, and Tea House",Dining and Drinking,556,7.8,9.0,15.0,3.0,0.9803387779794314,1.0,True,6
4c53bcb030f92d7f40a447b9,Vintage Wine Bar & Restaurant,"1790 Market St (Placer St.), Redding, CA 96001",13025,Wine Bar,Dining and Drinking,966,8.3,12.0,29.0,6.0,0.9053236539624925,2.0,False,6
4b8d9175f964a520850133e3,San Francisco Deli,"2395 Athens Ave (Locust), Redding, CA 96001",13039,Deli,Dining and Drinking,801,7.8,11.0,9.0,4.0,0.9416969147005445,1.0,False,6
4b70bed9f964a520b32c2de3,Jack's Grill,"1743 California St (at Placer St), Redding, CA 96001",13383,Steakhouse,Dining and Drinking,995,6.7,24.0,10.0,8.0,0.9461584996975196,4.0,False,6
4d9ff070c41ca143fd273da3,The Tropics,"2555 S Market St, Redding, CA 96001",13010,Dive Bar,Dining and Drinking,43,,,,,0.9596944948578342,1.0,False,6
8450b912f6e64c1b18cd502c,Agana Tropics,"2555 S Market St, Redding, CA 96001",13003,Bar,Dining and Drinking,239,,,,,0.10450695704779189,2.0,False,6
4c09b600ffb8c9b6777c6a61,Racha Noodle,"2630 S Market St, Redding, CA 96001",13315,Noodle Restaurant,Dining and Drinking,343,,,,,0.9606019358741682,2.0,False,6
575e2041498e09d3e5b0d37e,Redding City Hall and Sculpture Park,"777 Cypress Ave (@ City Hall), Redding, CA 96001",16032,Park,Landmarks and Outdoors,379,,,,,0.934437386569873,,False,6
5752c83f3f624b35e811b2fb,Shady Acres Mobile Home Park,"2700 S Market St, Redding, CA 96001",16008,Campground,Landmarks and Outdoors,399,,,,,0.7562008469449486,,False,6
e0cc2da09c054ca134a7a380,Pasta Pronto,"2151 Market St, Redding, CA 96001",13064,Pizzeria,Dining and Drinking,532,,,,,0.46400483968542044,1.0,False,6
60e1eb9b54c46f68046bfcbe,Evergreen - Coffee Shop + Boutique Hotel,"2085 Pine St, Redding, CA 96001",13035,Coffee Shop,Dining and Drinking,636,,,,,0.9685420447670902,1.0,False,6
65a9c9ede0724622a03573df,Pourboys Tapyard,"2040 Waldon St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,754,,,,,0.9594676346037507,,False,6
528938c811d2b3568c7e7f42,Kaleidoscope Coffee Company,"2380 Athens Ave (at Locust St), Redding, CA 96001",13035,Coffee Shop,Dining and Drinking,767,,,,,0.9602994555353902,1.0,False,6
5f36c1f3a58a76498be38bef,Los Cachorros Taqueria,"2425 Athens Ave, Redding, CA 96001",13303,Mexican Restaurant,Dining and Drinking,775,,,,,0.9586358136721113,1.0,False,6
5e35b39d927f370008489acd,Roots Juice Bar,"1950 Pine St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,779,,,,,0.9633998790078645,1.0,False,6
4c5483c406901b8dddf0ed4b,Fast Weenies,"119 Locust St, Redding, CA 96001",13058,Hot Dog Joint,Dining and Drinking,871,,,,,0.9268753781004234,1.0,False,6
7fe4f61bd37d48d4d0c087ff,Shasta Rock Club,"2325 Athens Ave, Redding, CA 96001",16044,Rock Climbing Spot,Landmarks and Outdoors,969,,,,,0.2191470054446461,,False,6
5a7b4ea59411f27a1d092b5a,Fratelli's Pizza Parlor,"1774 California St, Redding, CA 96001",13064,Pizzeria,Dining and Drinking,1007,,,,,0.955686630369026,1.0,False,6
4ed18ea329c223f92a522f3a,The Grape Escape,"1747 Market St, Redding, CA 96001",10039,Music Venue,Arts and Entertainment,1163,,,,,0.8840744101633394,2.0,False,6
086ef0913cf446afcdfe97cf,Redding Recreation,"1250 Parkview Ave, Redding, CA 96001",16032,Park,Landmarks and Outdoors,190,,,,,,,False,6
ec187df965fd4e6c697f5c64,Little Sprouts Urban Farm,"1022 State St, Redding, CA 96001",16014,Farm,Landmarks and Outdoors,208,,,,,,,False,6
d1c9f6f6be2b44e7fd22fe51,La Tour Demonstration Forest,"875 Cypress Ave, Redding, CA 96001",16032,Park,Landmarks and Outdoors,212,,,,,,,False,6
898ebebb75f0f1a08fc64815,Canelo's,"2605 S Market St, Redding, CA 96001",13065,Restaurant,Dining and Drinking,234,,,,,,,False,6
c85bed600999432eca363c9e,Lucky Miller's Deli & Market,"2495 Athens Ave, Redding, CA 96001",13065,Restaurant,Dining and Drinking,747,,,,,,,False,6
e21811da3c6c468dcaecf05f,LIT From Within - Studio B,"2449 Athens Ave, Redding, CA 96001",16001,Bathing Area,Landmarks and Outdoors,777,,,,,,,False,6
791304813dc34dee56cafc78,Fast Weenies,"175 Locust St, Redding, CA 96001",13058,Hot Dog Joint,Dining and Drinking,914,,,,,,,False,6
4b5138a2f964a520cc4727e3,Market Street Steakhouse,"1777 Market St, Redding, CA 96001",13383,Steakhouse,Dining and Drinking,360,8.7,14.0,12.0,6.0,0.9664246823956443,3.0,False,7
581ccd7f0d63b178d22e9e54,Theory Collaborative,"1250 California St, Redding, CA 96001",13034,Café,Dining and Drinking,453,8.9,35.0,34.0,4.0,0.9785238959467635,1.0,True,7
4b636603f964a520ff762ae3,Taqueria Los Gordos,"1400 Pine St (Tehama), Redding, CA 96001",13099,Chinese Restaurant,Dining and Drinking,161,8.1,28.0,15.0,13.0,0.9652147610405324,2.0,False,7
5a110c7f0fe7a07167d2f62f,Taste & See Creamery,"1419 Market St, Redding, CA 96001",13046,Ice Cream Parlor,Dining and Drinking,187,8.0,9.0,11.0,1.0,0.9745916515426497,1.0,False,7
4bfd76e4bf6576b08551adb8,Wienerschnitzel,"1120 Market St, Redding, CA 96001",13058,Hot Dog Joint,Dining and Drinking,525,7.6,12.0,44.0,1.0,0.9872202056866304,1.0,False,7
4bf3009298ac0f47ad6262a8,Damburger,"1320 Placer St, Redding, CA 96001",13031,Burger Joint,Dining and Drinking,244,7.2,27.0,8.0,10.0,0.962265577737447,1.0,True,7
4c8ba29052a98cfa7caf37e9,Heavenly Donuts,"1313 Shasta St, Redding, CA 96001",13001,Bagel Shop,Dining and Drinking,254,6.9,10.0,19.0,2.0,0.9730792498487598,1.0,False,7
4c4de42cdb2c20a1629d9273,Thai Cafe,"820 Butte St, Redding, CA 96001",13352,Thai Restaurant,Dining and Drinking,480,7.0,15.0,10.0,7.0,0.940260133091349,2.0,False,7
5839cf23424f9379715e5abb,Final Draft Brewi,"1600 California St, Redding, CA 96001",13003,Bar,Dining and Drinking,399,6.7,16.0,56.0,6.0,0.9734573502722323,2.0,True,7
4b70bed9f964a520b32c2de3,Jack's Grill,"1743 California St (at Placer St), Redding, CA 96001",13383,Steakhouse,Dining and Drinking,443,6.7,24.0,10.0,8.0,0.9461584996975196,4.0,False,7
5dba05a6db21db00086bd90f,Westside Wines & Hops,"1321 Butte St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,127,,,,,0.9016938898971567,2.0,False,7
4c43c3bf2d3ec9b61d0f2eae,Subway,"1950 Eureka Way, Redding, CA 96001",13039,Deli,Dining and Drinking,945,6.3,5.0,5.0,1.0,0.9683151845130067,1.0,False,7
58b9c69fd772f97a40339388,Caffé Pagato,"1031 Butte St, Redding, CA 96001",13034,Café,Dining and Drinking,196,,,,,0.9754990925589837,1.0,False,7
4c2a899d8ef52d7fa10e30ba,Carl's Jr.,"1800 Eureka Way, Redding, CA 96001",13145,Fast Food Restaurant,Dining and Drinking,798,6.2,2.0,13.0,0.0,0.9764821536600121,1.0,True,7
4ed18ea329c223f92a522f3a,The Grape Escape,"1747 Market St, Redding, CA 96001",10039,Music Venue,Arts and Entertainment,275,,,,,0.8840744101633394,2.0,False,7
5d24e2d44dcbca002fc6c660,Cedar Crest Brewing,"1475 Placer St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,385,,,,,0.9491833030852994,2.0,False,7
5cba77b2234724002b3959ee,The Park Food Truck Hub,"1552 Placer St, Redding, CA 96001",13065,Restaurant,Dining and Drinking,406,,,,,0.897005444646098,1.0,False,7
562ec74f498eb100b82ff216,The Dip,"1730 California St (Placer), Redding, CA 96001",10003,Arcade,Arts and Entertainment,445,,,,,0.9566696914700544,2.0,True,7
5f70ff3b99b067634136954c,Fusion Lounge,"1545 Placer St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,445,,,,,0.9367816091954023,,False,7
5e35b39d927f370008489acd,Roots Juice Bar,"1950 Pine St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,510,,,,,0.9633998790078645,1.0,False,7
4b75c0d6f964a5201d222ee3,Carnegies,"1600 Oregon St, Redding, CA 96001",13068,American Restaurant,Dining and Drinking,569,,,,,0.9730036297640653,1.0,False,7
65a9c9ede0724622a03573df,Pourboys Tapyard,"2040 Waldon St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,731,,,,,0.9594676346037507,,False,7
505d17e7e4b04d802adf880c,Fish Viewing Facility,"Redding, CA 96003",16043,River,Landmarks and Outdoors,736,,,,,0.691318814277072,,False,7
e0cc2da09c054ca134a7a380,Pasta Pronto,"2151 Market St, Redding, CA 96001",13064,Pizzeria,Dining and Drinking,766,,,,,0.46400483968542044,1.0,False,7
810968fcd2744594580e354f,Krispy Krunchy Chicken,"1905 Eureka Way, Redding, CA 96001",13145,Fast Food Restaurant,Dining and Drinking,885,,,,,0.04688445251058681,1.0,False,7
5f6ffbdf2ced3145f09488f8,Chicken Shack - Eureka Way,"1970 Eureka Way, Redding, CA 96001",13055,Fried Chicken Joint,Dining and Drinking,985,,,,,0.9097852389594676,1.0,False,7
51c67732498ed8402e1d0a7d,Sacramento River,"777 Auditorium Dr, Redding, CA 96001",16000,Landmarks and Outdoors,Landmarks and Outdoors,1151,,,,,0.8996521476104054,,False,7
59692af407c9eae008601caf,Charlew's Tap House,"1177 Shasta St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,223,,,,,,,False,7
3fafb4f24ea54fa28cadeac4,From The Hearth Bakery & Cafe,"1279 Pine St, Redding, CA 96001",13002,Bakery,Dining and Drinking,282,,,,,,,False,7
2adfc7970cec4603640c28e2,Old City Hall Arts Center,"1313 Market St, Redding, CA 96001",16026,Monument,Landmarks and Outdoors,284,,,,,,,False,7
32c7527d6cf34f47f043ac40,Redding Riverside Village,"901 N Market St, Redding, CA 96003",16008,Campground,Landmarks and Outdoors,955,,,,,,,False,7
581ccd7f0d63b178d22e9e54,Theory Collaborative,"1250 California St, Redding, CA 96001",13034,Café,Dining and Drinking,320,8.9,35.0,34.0,4.0,0.9785238959467635,1.0,True,8
4c4bf3589c8d2d7f72f4b76b,Club 501,"1244 California St, Redding, CA 96001",13011,Gay Bar,Dining and Drinking,285,8.3,12.0,6.0,4.0,0.9050211736237145,2.0,False,8
4b5138a2f964a520cc4727e3,Market Street Steakhouse,"1777 Market St, Redding, CA 96001",13383,Steakhouse,Dining and Drinking,791,8.7,14.0,12.0,6.0,0.9664246823956443,3.0,False,8
4b636603f964a520ff762ae3,Taqueria Los Gordos,"1400 Pine St (Tehama), Redding, CA 96001",13099,Chinese Restaurant,Dining and Drinking,575,8.1,28.0,15.0,13.0,0.9652147610405324,2.0,False,8
5a110c7f0fe7a07167d2f62f,Taste & See Creamery,"1419 Market St, Redding, CA 96001",13046,Ice Cream Parlor,Dining and Drinking,538,8.0,9.0,11.0,1.0,0.9745916515426497,1.0,False,8
4bfd76e4bf6576b08551adb8,Wienerschnitzel,"1120 Market St, Redding, CA 96001",13058,Hot Dog Joint,Dining and Drinking,448,7.6,12.0,44.0,1.0,0.9872202056866304,1.0,False,8
4c4c76ec712ac9281194606e,Caldwell Park,"56 Quartz Hill Rd, Redding, CA 96003",16032,Park,Landmarks and Outdoors,1041,7.8,10.0,39.0,1.0,0.9912280701754386,,False,8
4bf3009298ac0f47ad6262a8,Damburger,"1320 Placer St, Redding, CA 96001",13031,Burger Joint,Dining and Drinking,723,7.2,27.0,8.0,10.0,0.962265577737447,1.0,True,8
4c8ba29052a98cfa7caf37e9,Heavenly Donuts,"1313 Shasta St, Redding, CA 96001",13001,Bagel Shop,Dining and Drinking,538,6.9,10.0,19.0,2.0,0.9730792498487598,1.0,False,8
4c43c3bf2d3ec9b61d0f2eae,Subway,"1950 Eureka Way, Redding, CA 96001",13039,Deli,Dining and Drinking,224,6.3,5.0,5.0,1.0,0.9683151845130067,1.0,False,8
4c2a899d8ef52d7fa10e30ba,Carl's Jr.,"1800 Eureka Way, Redding, CA 96001",13145,Fast Food Restaurant,Dining and Drinking,108,6.2,2.0,13.0,0.0,0.9764821536600121,1.0,True,8
5839cf23424f9379715e5abb,Final Draft Brewi,"1600 California St, Redding, CA 96001",13003,Bar,Dining and Drinking,588,6.7,16.0,56.0,6.0,0.9734573502722323,2.0,True,8
4b70bed9f964a520b32c2de3,Jack's Grill,"1743 California St (at Placer St), Redding, CA 96001",13383,Steakhouse,Dining and Drinking,693,6.7,24.0,10.0,8.0,0.9461584996975196,4.0,False,8
810968fcd2744594580e354f,Krispy Krunchy Chicken,"1905 Eureka Way, Redding, CA 96001",13145,Fast Food Restaurant,Dining and Drinking,159,,,,,0.04688445251058681,1.0,False,8
5f6ffbdf2ced3145f09488f8,Chicken Shack - Eureka Way,"1970 Eureka Way, Redding, CA 96001",13055,Fried Chicken Joint,Dining and Drinking,263,,,,,0.9097852389594676,1.0,False,8
4b89b364f964a5200a4c32e3,Burger King,"2055 Eureka Way, Redding, CA 96001",13031,Burger Joint,Dining and Drinking,331,5.6,6.0,17.0,1.0,0.9757259528130672,1.0,True,8
2e06545ac9f04f361f3e691e,Noteworthy Wines,"1267 Willis St, Redding, CA 96001",13387,Winery,Dining and Drinking,331,,,,,0.6359649122807017,,False,8
4b75c0d6f964a5201d222ee3,Carnegies,"1600 Oregon St, Redding, CA 96001",13068,American Restaurant,Dining and Drinking,455,,,,,0.9730036297640653,1.0,False,8
5cba77b2234724002b3959ee,The Park Food Truck Hub,"1552 Placer St, Redding, CA 96001",13065,Restaurant,Dining and Drinking,567,,,,,0.897005444646098,1.0,False,8
505d17e7e4b04d802adf880c,Fish Viewing Facility,"Redding, CA 96003",16043,River,Landmarks and Outdoors,588,,,,,0.691318814277072,,False,8
4ed18ea329c223f92a522f3a,The Grape Escape,"1747 Market St, Redding, CA 96001",10039,Music Venue,Arts and Entertainment,589,,,,,0.8840744101633394,2.0,False,8
5f70ff3b99b067634136954c,Fusion Lounge,"1545 Placer St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,622,,,,,0.9367816091954023,,False,8
5dba05a6db21db00086bd90f,Westside Wines & Hops,"1321 Butte St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,627,,,,,0.9016938898971567,2.0,False,8
562ec74f498eb100b82ff216,The Dip,"1730 California St (Placer), Redding, CA 96001",10003,Arcade,Arts and Entertainment,645,,,,,0.9566696914700544,2.0,True,8
5d24e2d44dcbca002fc6c660,Cedar Crest Brewing,"1475 Placer St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,669,,,,,0.9491833030852994,2.0,False,8
4c8558f547cc224b475ba09f,Puerto Vallarta A Family Restaurant,"2315 Eureka Way, Redding, CA 96001",13303,Mexican Restaurant,Dining and Drinking,695,,,,,0.934134906231095,1.0,False,8
51105e64e4b0cb0bd885a8c9,Magnolia Park,"1614 Magnolia Ave, Redding, CA 96001",16026,Monument,Landmarks and Outdoors,702,,,,,0.5274500907441017,,False,8
58b9c69fd772f97a40339388,Caffé Pagato,"1031 Butte St, Redding, CA 96001",13034,Café,Dining and Drinking,905,,,,,0.9754990925589837,1.0,False,8
65a9c9ede0724622a03573df,Pourboys Tapyard,"2040 Waldon St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,927,,,,,0.9594676346037507,,False,8
5e35b39d927f370008489acd,Roots Juice Bar,"1950 Pine St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,959,,,,,0.9633998790078645,1.0,False,8
5013426ae4b06bc0bd58866a,Jump River Park,"56 Quartz Hill Rd, Redding, CA 96003",16037,Playground,Landmarks and Outdoors,1026,,,,,0.8701603145795523,,False,8
2adfc7970cec4603640c28e2,Old City Hall Arts Center,"1313 Market St, Redding, CA 96001",16026,Monument,Landmarks and Outdoors,477,,,,,,,False,8
3fafb4f24ea54fa28cadeac4,From The Hearth Bakery & Cafe,"1279 Pine St, Redding, CA 96001",13002,Bakery,Dining and Drinking,581,,,,,,,False,8
59692af407c9eae008601caf,Charlew's Tap House,"1177 Shasta St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,700,,,,,,,False,8
4b5138a2f964a520cc4727e3,Market Street Steakhouse,"1777 Market St, Redding, CA 96001",13383,Steakhouse,Dining and Drinking,548,8.7,14.0,12.0,6.0,0.9664246823956443,3.0,False,9
4b636603f964a520ff762ae3,Taqueria Los Gordos,"1400 Pine St (Tehama), Redding, CA 96001",13099,Chinese Restaurant,Dining and Drinking,969,8.1,28.0,15.0,13.0,0.9652147610405324,2.0,False,9
5a110c7f0fe7a07167d2f62f,Taste & See Creamery,"1419 Market St, Redding, CA 96001",13046,Ice Cream Parlor,Dining and Drinking,936,8.0,9.0,11.0,1.0,0.9745916515426497,1.0,False,9
4c6ac58a3bad2d7f8c43b3ee,Dutch Bros Coffee,"3025 S Market St (at Grange St), Redding, CA 96001",13032,"Cafe, Coffee, and Tea House",Dining and Drinking,932,7.8,9.0,15.0,3.0,0.9803387779794314,1.0,True,9
4b8d9175f964a520850133e3,San Francisco Deli,"2395 Athens Ave (Locust), Redding, CA 96001",13039,Deli,Dining and Drinking,897,7.8,11.0,9.0,4.0,0.9416969147005445,1.0,False,9
4bf3009298ac0f47ad6262a8,Damburger,"1320 Placer St, Redding, CA 96001",13031,Burger Joint,Dining and Drinking,659,7.2,27.0,8.0,10.0,0.962265577737447,1.0,True,9
4b70bed9f964a520b32c2de3,Jack's Grill,"1743 California St (at Placer St), Redding, CA 96001",13383,Steakhouse,Dining and Drinking,610,6.7,24.0,10.0,8.0,0.9461584996975196,4.0,False,9
5839cf23424f9379715e5abb,Final Draft Brewi,"1600 California St, Redding, CA 96001",13003,Bar,Dining and Drinking,717,6.7,16.0,56.0,6.0,0.9734573502722323,2.0,True,9
e0cc2da09c054ca134a7a380,Pasta Pronto,"2151 Market St, Redding, CA 96001",13064,Pizzeria,Dining and Drinking,156,,,,,0.46400483968542044,1.0,False,9
5e35b39d927f370008489acd,Roots Juice Bar,"1950 Pine St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,366,,,,,0.9633998790078645,1.0,False,9
4d9ff070c41ca143fd273da3,The Tropics,"2555 S Market St, Redding, CA 96001",13010,Dive Bar,Dining and Drinking,460,,,,,0.9596944948578342,1.0,False,9
8450b912f6e64c1b18cd502c,Agana Tropics,"2555 S Market St, Redding, CA 96001",13003,Bar,Dining and Drinking,520,,,,,0.10450695704779189,2.0,False,9
5d24e2d44dcbca002fc6c660,Cedar Crest Brewing,"1475 Placer St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,642,,,,,0.9491833030852994,2.0,False,9
5f70ff3b99b067634136954c,Fusion Lounge,"1545 Placer St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,680,,,,,0.9367816091954023,,False,9
5cba77b2234724002b3959ee,The Park Food Truck Hub,"1552 Placer St, Redding, CA 96001",13065,Restaurant,Dining and Drinking,738,,,,,0.897005444646098,1.0,False,9
4ed18ea329c223f92a522f3a,The Grape Escape,"1747 Market St, Redding, CA 96001",10039,Music Venue,Arts and Entertainment,758,,,,,0.8840744101633394,2.0,False,9
5dba05a6db21db00086bd90f,Westside Wines & Hops,"1321 Butte St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,832,,,,,0.9016938898971567,2.0,False,9
528938c811d2b3568c7e7f42,Kaleidoscope Coffee Company,"2380 Athens Ave (at Locust St), Redding, CA 96001",13035,Coffee Shop,Dining and Drinking,854,,,,,0.9602994555353902,1.0,False,9
4b75c0d6f964a5201d222ee3,Carnegies,"1600 Oregon St, Redding, CA 96001",13068,American Restaurant,Dining and Drinking,866,,,,,0.9730036297640653,1.0,False,9
58b9c69fd772f97a40339388,Caffé Pagato,"1031 Butte St, Redding, CA 96001",13034,Café,Dining and Drinking,903,,,,,0.9754990925589837,1.0,False,9
5f36c1f3a58a76498be38bef,Los Cachorros Taqueria,"2425 Athens Ave, Redding, CA 96001",13303,Mexican Restaurant,Dining and Drinking,924,,,,,0.9586358136721113,1.0,False,9
7fe4f61bd37d48d4d0c087ff,Shasta Rock Club,"2325 Athens Ave, Redding, CA 96001",16044,Rock Climbing Spot,Landmarks and Outdoors,959,,,,,0.2191470054446461,,False,9
086ef0913cf446afcdfe97cf,Redding Recreation,"1250 Parkview Ave, Redding, CA 96001",16032,Park,Landmarks and Outdoors,366,,,,,,,False,9
d1c9f6f6be2b44e7fd22fe51,La Tour Demonstration Forest,"875 Cypress Ave, Redding, CA 96001",16032,Park,Landmarks and Outdoors,391,,,,,,,False,9
898ebebb75f0f1a08fc64815,Canelo's,"2605 S Market St, Redding, CA 96001",13065,Restaurant,Dining and Drinking,521,,,,,,,False,9
ec187df965fd4e6c697f5c64,Little Sprouts Urban Farm,"1022 State St, Redding, CA 96001",16014,Farm,Landmarks and Outdoors,602,,,,,,,False,9
e21811da3c6c468dcaecf05f,LIT From Within - Studio B,"2449 Athens Ave, Redding, CA 96001",16001,Bathing Area,Landmarks and Outdoors,936,,,,,,,False,9
c85bed600999432eca363c9e,Lucky Miller's Deli & Market,"2495 Athens Ave, Redding, CA 96001",13065,Restaurant,Dining and Drinking,937,,,,,,,False,9
4b5138a2f964a520cc4727e3,Market Street Steakhouse,"1777 Market St, Redding, CA 96001",13383,Steakhouse,Dining and Drinking,91,8.7,14.0,12.0,6.0,0.9664246823956443,3.0,False,10
581ccd7f0d63b178d22e9e54,Theory Collaborative,"1250 California St, Redding, CA 96001",13034,Café,Dining and Drinking,686,8.9,35.0,34.0,4.0,0.9785238959467635,1.0,True,10
4b636603f964a520ff762ae3,Taqueria Los Gordos,"1400 Pine St (Tehama), Redding, CA 96001",13099,Chinese Restaurant,Dining and Drinking,448,8.1,28.0,15.0,13.0,0.9652147610405324,2.0,False,10
5a110c7f0fe7a07167d2f62f,Taste & See Creamery,"1419 Market St, Redding, CA 96001",13046,Ice Cream Parlor,Dining and Drinking,419,8.0,9.0,11.0,1.0,0.9745916515426497,1.0,False,10
4c4bf3589c8d2d7f72f4b76b,Club 501,"1244 California St, Redding, CA 96001",13011,Gay Bar,Dining and Drinking,704,8.3,12.0,6.0,4.0,0.9050211736237145,2.0,False,10
4bf3009298ac0f47ad6262a8,Damburger,"1320 Placer St, Redding, CA 96001",13031,Burger Joint,Dining and Drinking,147,7.2,27.0,8.0,10.0,0.962265577737447,1.0,True,10
4bfd76e4bf6576b08551adb8,Wienerschnitzel,"1120 Market St, Redding, CA 96001",13058,Hot Dog Joint,Dining and Drinking,817,7.6,12.0,44.0,1.0,0.9872202056866304,1.0,False,10
4b70bed9f964a520b32c2de3,Jack's Grill,"1743 California St (at Placer St), Redding, CA 96001",13383,Steakhouse,Dining and Drinking,245,6.7,24.0,10.0,8.0,0.9461584996975196,4.0,False,10
5839cf23424f9379715e5abb,Final Draft Brewi,"1600 California St, Redding, CA 96001",13003,Bar,Dining and Drinking,302,6.7,16.0,56.0,6.0,0.9734573502722323,2.0,True,10
4c4de42cdb2c20a1629d9273,Thai Cafe,"820 Butte St, Redding, CA 96001",13352,Thai Restaurant,Dining and Drinking,675,7.0,15.0,10.0,7.0,0.940260133091349,2.0,False,10
4c8ba29052a98cfa7caf37e9,Heavenly Donuts,"1313 Shasta St, Redding, CA 96001",13001,Bagel Shop,Dining and Drinking,557,6.9,10.0,19.0,2.0,0.9730792498487598,1.0,False,10
5e35b39d927f370008489acd,Roots Juice Bar,"1950 Pine St, Redding, CA 96001",13000,Dining and Drinking,Dining and Drinking,166,,,,,0.9633998790078645,1.0,False,10
5d24e2d44dcbca002fc6c660,Cedar Crest Brewing,"1475 Placer St, Redding, CA 96001",13006,Beer Bar,Dining and Drinking,224,,,,,0.9491833030852994,2.0,False,10
